
//
DE  Gene: G048188, CCDC87; distance: 590 (overlapping, reverse)
XX
OS  human, Homo sapiens
OC  eukaryota; animalia; metazoa; chordata; vertebrata; tetrapoda; mammalia; eutheria; primates
XX
SC  Build HSA_Feb2009 (GRCh37; hg19): chr11:66359997..66361143 (FORWARD)
XX
PR  PM000444499; CCS; 66350623..66361623 (FORWARD)
PR  PM000444500; CCS; 66357705..66368705 (FORWARD)
PR  PM000452573; CCDC87; 66359554..66370554 (REVERSE)
XX
BF   ;  ; Species:
MM  DNaseI HS (DNaseI HS (GM12891)); DNase I-Seq; Cellular source: 10584, GM12891 [73699]
XX
PS  Matrix: M00778 (V$AHR_Q5); 66360606..66360616; CSS: 1.000; MSS: 1.000
PS  Matrix: M01082 (V$BRCA_01); 66360867..66360874; CSS: 0.997; MSS: 0.996
PS  Matrix: M00947 (V$CP2_02); 66360674..66360688; CSS: 1.000; MSS: 0.929
PS  Matrix: M01034 (V$EBOX_Q6_01); 66360301..66360310; CSS: 0.998; MSS: 0.994
PS  Matrix: M00222 (V$HAND1E47_01); 66361014..66361029; CSS: 1.000; MSS: 0.951
PS  Matrix: M00797 (V$HIF1_Q3); 66360123..66360136; CSS: 1.000; MSS: 0.987
PS  Matrix: M00277 (V$LMO2COM_01); 66360083..66360094; CSS: 1.000; MSS: 0.997
PS  Matrix: M01100 (V$LRF_Q2); 66360474..66360482; CSS: 1.000; MSS: 0.995
PS  Matrix: M00285 (V$TCF11_01); 66360220..66360232; CSS: 1.000; MSS: 0.999
PS  Matrix: M00794 (V$TTF1_Q6); 66360862..66360873; CSS: 0.993; MSS: 0.983
PS  Matrix: M00966 (V$DR3_Q4); 66360524..66360544; CSS: 0.894; MSS: 0.844
PS  Matrix: M00965 (V$DR4_Q2); 66360961..66360977; CSS: 1.000; MSS: 0.865
PS  Matrix: M00518 (V$PPARA_02); 66360020..66360038; CSS: 0.823; MSS: 0.867
PS  Matrix: M00515 (V$PPARG_02); 66360216..66360238; CSS: 1.000; MSS: 0.705
PS  Matrix: M00444 (V$VDR_Q3); 66360998..66361012; CSS: 0.991; MSS: 0.915
PS  Matrix: M00033 (V$P300_01); 66360259..66360272; CSS: 1.000; MSS: 0.984
PS  Matrix: M00327 (V$PAX3_B); 66360826..66360846; CSS: 0.868; MSS: 0.828
PS  Matrix: M01132 (V$SF1_Q6_01); 66360229..66360237; CSS: 1.000; MSS: 1.000
PS  Matrix: M01109 (V$SZF11_01); 66360906..66360920; CSS: 0.896; MSS: 0.885
PS  Matrix: M00114 (V$TAXCREB_01); 66360586..66360600; CSS: 1.000; MSS: 0.906
PS  Matrix: M00333 (V$ZF5_B); 66360612..66360624; CSS: 0.919; MSS: 0.884
PS  Matrix: M00449 (V$ZIC2_01); 66360713..66360721; CSS: 1.000; MSS: 0.963
PS  Matrix: M00085 (V$ZID_01); 66360476..66360488; CSS: 1.000; MSS: 0.957
PS  Matrix: M00665 (V$SP3_Q3); 66361224..66361237; CSS: 1.000; MSS: 0.902
XX
RN  [73699]; RE73699.
RT  Open Chromatin by DNaseI HS from ENCODE/OpenChrom(Duke University); URL: http://genome.ucsc.edu/cgi-bin/hgTrackUi?hgt_tSearch=Search&g=wgEncodeOpenChromDnase
RL  Internet.
//
AC  FR004423611
XX
AS  FR4426094
XX
ID  FR004423611
XX
DT  09.10.2013 (created); mkl.
DT  09.10.2013 (updated); mkl
CO  Copyright (C), Biobase GmbH
XX
DE  Gene: G001154, CCND1; distance: 338768 (upstream, forward)
DE  Gene: G048167, ANO1; distance: 116398 (downstream, forward)
DE  Gene: G018287, SHANK2; distance: 505951 (upstream, reverse)
DE  Gene: G006063, FGF3; distance: 174302 (downstream, reverse)
XX
OS  human, Homo sapiens
OC  eukaryota; animalia; metazoa; chordata; vertebrata; tetrapoda; mammalia; eutheria; primates
XX
SC  Build HSA_Feb2009 (GRCh37; hg19): chr11:69808011..69808093 (FORWARD)
XX
BF   ;  ; Species:
MM  DNaseI HS (DNaseI HS (GM12891)); DNase I-Seq; Cellular source: 10584, GM12891 [73699]
XX
PS  Matrix: M00947 (V$CP2_02); 69808055..69808069; CSS: 0.957; MSS: 0.931
PS  Matrix: M00327 (V$PAX3_B); 69807950..69807970; CSS: 1.000; MSS: 0.831
XX
RN  [73699]; RE73699.
RT  Open Chromatin by DNaseI HS from ENCODE/OpenChrom(Duke University); URL: http://genome.ucsc.edu/cgi-bin/hgTrackUi?hgt_tSearch=Search&g=wgEncodeOpenChromDnase
RL  Internet.
//
AC  FR012239730
XX
ID  FR012239730
XX
DT  09.10.2013 (created); mkl.
DT  09.10.2013 (updated); mkl
CO  Copyright (C), Biobase GmbH
XX
DE  Gene: G051725, LRTM2; distance: 79842 (upstream, forward)
DE  Gene: G025027, CACNA1C; distance: 54041 (downstream, forward)
DE  Gene: G036207, DCP1B; distance: 29460 (upstream, reverse)
DE  Gene: G094774, MIR3649; distance: 256365 (downstream, reverse)
DE  Gene: G049427, CACNA2D4; distance: 2091 (overlapping, reverse)
XX
OS  human, Homo sapiens
OC  eukaryota; animalia; metazoa; chordata; vertebrata; tetrapoda; mammalia; eutheria; primates
XX
SC  Build HSA_Feb2009 (GRCh37; hg19): chr12:2025761..2025910 (FORWARD)
XX
BF   ;  ; Species:
MM  DNaseI HS (DNaseI HS (GM06990)); digital DNase I genomic footprinting; Cellular source: 10637, GM06990 [73779]
XX
PS  Matrix: M00222 (V$HAND1E47_01); 2025862..2025877; CSS: 1.000; MSS: 0.940
PS  Matrix: M00203 (V$GATA_C); 2025769..2025779; CSS: 1.000; MSS: 0.987
PS  Matrix: M00794 (V$TTF1_Q6); 2025751..2025762; CSS: 1.000; MSS: 0.986
PS  Matrix: M00033 (V$P300_01); 2025994..2026007; CSS: 1.000; MSS: 0.975
PS  Matrix: M00446 (V$SPZ1_01); 2025713..2025727; CSS: 0.998; MSS: 0.968
PS  Matrix: M01168 (V$SREBP_Q6); 2025868..2025882; CSS: 1.000; MSS: 0.991
PS  Matrix: M00449 (V$ZIC2_01); 2025714..2025722; CSS: 0.841; MSS: 0.892
PS  Matrix: M00947 (V$CP2_02); 2025896..2025910; CSS: 0.941; MSS: 0.931
PS  Matrix: M00327 (V$PAX3_B); 2025674..2025694; CSS: 1.000; MSS: 0.832
XX
RN  [73779]; RE73779.
RT  DNaseI Digital Genomic Footprinting from ENCODE/University of Washington; URL: http://genome.ucsc.edu/cgi-bin/hgTrackUi?hgt_tSearch=Search&g=wgEncodeUwDgf
RL  Internet.
//
AC  FR045739464
XX
ID  FR045739464
XX
DT  09.10.2013 (created); mkl.
DT  09.10.2013 (updated); mkl
CO  Copyright (C), Biobase GmbH
XX
DE  Gene: G090854, AT3G44590; distance: 21171 (upstream, forward)
DE  Gene: G081591, AT3G44620; distance: 7427 (downstream, forward)
DE  Gene: G052368, AT3G44610; distance: 2027 (upstream, reverse)
XX
OS  thale cress, Arabidopsis thaliana
OC  eukaryota; viridiplantae; embryobionta; magnoliophyta; magnoliopsida; dilleniidae; capparales; brassicaceae
XX
SC  Build ATH_May2011 (TAIR10): chr3:16186101..16186401 (FORWARD)
XX
BF   ;  ; Species:
MM  DNA methylation (DNA methylation (CG)); ChIP-Seq; Cellular source: 12965, endosperm [67975]
XX
RN  [67975]; RE67975.
RX  PUBMED: 19520962
RA  Hsieh T. F., Ibarra C. A., Silva P., Zemach A., Eshed-Williams L., Fischer R. L., Zilberman D.
RT  Genome-wide demethylation of Arabidopsis endosperm.
RL  Science 324:1451-1454 (2009).
//
